answerDate,surveyType,NPS_BSC,impactInteraction,reason,improvement,NPS_Coverage_Team,impactLastInteraction,reasonLastInteraction,improvementLastInteraction,Nps_rel,PDR,expectedBusiness,commRelation,commFactor,commOther
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,4.0,"Por qué en lo personal he tenido muchos inconvenientes con la banca virtual , es la hora y todavía es un problema para ingresar , mañana me toca llamar como me puede colaborar para poder hacer unos pagos.",Aumente,Haciendo más ágil lo posesos para ingresar ala banca y poder pagar los proveedores y nóminas .,,
MES 2,Relacional,,,,,,,,,5.0,"demora en las solicitudes, plataforma de internet poco amigable",Se mantenga,,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,Experiencia cua y servicio,Se mantenga,Estar más cerca de los clifntes,Buen servicio siempre,
MES 2,Relacional,,,,,,,,,9.0,,Se mantenga,,,
MES 2,Relacional,,,,,,,,,8.0,,Aumente,PORTAL MAS AGIL Y SIN TANTAS TRABAS,,
MES 2,Relacional,,,,,,,,,6.0,"Los trámites son demorados y muchas veces no dan respuesta efectiva. Tengo un caso de solicitud de información que no fue contestada,
Tuve que contactar a la superintendencia para que dieran respuesta y ni así lograron enviar lo que la empresa necesitaba. No lo recomiendo para nada. Hacen muchos cambios a la banca virtual y hay que estar llamando (perdiendo tiempo) para configurar otra vez accesos.",Disminuya,Responder requerimientos con agilidad y efectividad. No complicar tanto los accesos de la banca virtual. Mejorar atención al empresario. La empresa tiene un supuesto “asesor de cuenta” que ni conocemos! Muy mal servicio al empresario.,La empresa no tiene idea de su supuesto “ejecutivo de cuenta” y los servicios que presta el banco.,"La empresa poder terminar todas las
Relaciones con este banco."
MES 2,Relacional,,,,,,,,,6.0,Porque la banca virtual presenta muchas fallas y es complicada de manejar. Aunque con E-connect mejoro mucho.,Aumente,Que se pueda usar una app empresarial para revisar por lo menos los movimientos de la cuenta.,,
MES 2,Relacional,,,,,,,,,5.0,EL TEMA DEL PORTAL - CADA ACTUALIZACION ES UNA LLAMADA DE UNA HORA Y HASTA 2 HORAS -,Aumente,MEJORAR EL PORTAL -,,
MES 2,Relacional,,,,,,,,,10.0,SERVICIO y ATENCIÓN,Aumente,Por ahora nada. Todo bien.,"A pesar de no haber tenido problemas, la atención personal y los servicios prestados pueden aumentarse y tener en cuenta la fidelidad del cliente.",Ninguno
MES 2,Relacional,,,,,,,,,10.0,He mantenido mis productos con Colpatria dede1998,Aumente,,Mantenemos constante comunicación con nuestro asesor,
MES 2,Relacional,,,,,,,,,5.0,"La atención de la banca empresarial es muy lenta, hay solicitudes que se demoran 6 meses en responder, trámites que no se gestionan.",Se mantenga,Que al menos le contesten a uno los mensajes.,"MUCHA demora en trámites, cuando se hace seguimiento a veces no me contestan los mensajes o el celular.","Deberían revisar los canales de atención y la oportunidad en la respuesta a las solicitudes. Hasta pedir una certificación bancaria que debería ser un trámite sencillo que no mismo debería poder bajar de la página, se demora!!"
MES 2,Relacional,,,,,,,,,9.0,Atención y asesoría,Se mantenga,,,
MES 2,Relacional,,,,,,,,,8.0,"En términos generales lo recomendaría, pero considero que deben fortalecer los temas tecnológicos.",Se mantenga,"Fortalecer más el portal bancario, ya que para nuevas implementaciones que se han hecho en la Entidad, se queda corto.",,
MES 2,Relacional,,,,,,,,,9.0,,Aumente,,,
MES 2,Relacional,,,,,,,,,10.0,"Por la atención, diligencia y servicio prestado",Aumente,"La plataforma debe ser más confiable, en ocasiones hemos tenido dificultades para realizar transacciones y el trabajo para que se restablezca resulta un poco dispendioso y angustiante para nosotros","me he sentido bien atendido, por el ejecutivo de cuenta",
MES 2,Relacional,,,,,,,,,9.0,EFICIENCIA,Aumente,MEJORAR TASAS DE INTERESES,"ASESORIA, EFICIENCIA, RESPONSABILIDAD. AMABILIDAD",
MES 2,Relacional,,,,,,,,,9.0,porque es un banco confiable,Aumente,"Sin vulnerar la seguridad, los procesos deben ser mas rapido y menos complicados",ciertamente no es tan rapido la respuesta del ejecutivo.   No hay mcha empatia en la necesidad del cliente.  Respuesta demorada.,NO.  Los comentarios son los ya escrito anteriormente.
MES 2,Relacional,,,,,,,,,9.0,Un muy buen servicio y disponibilidad del gerente de cuenta y el equipo de banca oficial del banco.,Aumente,Creo que las limitaciones en términos de los lineamientos propios del banco son un factor que incide en la posibilidad de realizar más negocios a nivel local,Siempre hay una disponibilidad para ofrecer el acompañamiento de los especialistas de mercado y ofrecer alternativas atractivas para el segmento oficial .,
MES 2,Relacional,,,,,,,,,10.0,ATENCION Y AGILIDAD EN LAS OPERACIPONES.,Aumente,EL SERVICIO ES EXCELENTE EN REALIDD ES APLIAR LOS CUPOS DE CREDITO,"Excelente servicio agilidad en resolver las cosas , y muy pendientes de todos los negocios que tenemos con el Banco .",NO
MES 2,Relacional,,,,,,,,,10.0,BUEN SERVICIO,Aumente,QUE EL BANCO REALICE CONVENIO CON LA SDH PARA PODER PAGAR EL IMPUESTO DE RETENCION DE ICA,COMUNICACION DEFICIENTE,ESTAR MAS PENDIENTE DEL CLIENTE
MES 2,Relacional,,,,,,,,,9.0,Hasta la fecha he tenido muy buena experiencia.,Se mantenga,,,
MES 2,Relacional,,,,,,,,,3.0,"Falta de asesoria en las diferentes gestiones, buena plataforma, deficiente acompañamiento",Disminuya,Mejorar el contacto directo frente ejecutivo de cuenta y compañia,Cero gestion,
MES 2,Relacional,,,,,,,,,3.0,"Se volvio impersonal, demorado en respuesta y la banca virtual es desgastante",Aumente,"Tener mas presenta laos requerimientos, tener en cuenta la antiguedad, ser mas agiles son muchos papeles y poca respuesta",,
MES 2,Relacional,,,,,,,,,8.0,Están cerrando sucursales,Disminuya,Poner más personal,,
MES 2,Relacional,,,,,,,,,9.0,Cuenta con la tecnología  necesaria y equipo humano,Se mantenga,Por ahora no tengo ninguna solicitud,,
MES 2,Relacional,,,,,,,,,10.0,excelente servicio de la asesora jenny florez ejecutiva de cuenta,Se mantenga,en el momento prestan un excelente servicio,excelente acompañamiento en los procesos manejados por la empresa,
MES 2,Relacional,,,,,,,,,10.0,BUEN SERVICIO,Aumente,Solo siempre nos notifica,nos atienden bien,nada mas..
MES 2,Relacional,,,,,,,,,8.0,cumple mis expectativas,Se mantenga,Se hacen muchos cambios en el portal y no se llegan los avisos de forma adecuada. Eso debería revisarse por parte del banco,también se cumple con mis expectativas,
MES 2,Relacional,,,,,,,,,10.0,"Eficientes y  confianza
Excelente personal de atención",Se mantenga,Créditos más baratos,La ejecutiva y cuenta es muy proactiva,"Mejorar tasas de intereses para los clientes
Mejorarlas significa bajarlas"
MES 2,Relacional,,,,,,,,,10.0,Serios y cumplidores en sus ofertas de valor,Se mantenga,Por el momento nada,Siempre están dispuestos a ayudar y se toman mis problemas como de ellos,Ninguno
MES 2,Relacional,,,,,,,,,7.0,,Se mantenga,Ofrecer un mejor portal y mejor soporte web,,
MES 2,Relacional,,,,,,,,,0.0,Negligencia en los tramites solicitados,Aumente,Que el asesor de la empresa este al tanto de las actualizaciones pendientes de nuestra empresa y se puedan realizar para evitar retrasos en tramites,,
MES 2,Relacional,,,,,,,,,8.0,,Se mantenga,,,
MES 2,Relacional,,,,,,,,,10.0,Excelente,Aumente,Solucionar el inconveniente en la plataforma ya que no podemos identificar los pagos que realizan atravez del link PSE,Excelente,Solucuonar por favor la identificación de lkos recaudos atravez de PSE
MES 2,Relacional,,,,,,,,,4.0,"Piden muchas contraprestaciones para poder manejar un paquete empresarial, lo que a la larga los hace costosos, además son lentos para dar respuesta.",Aumente,No cobrar tanto para manejar los recaudos con ustedes,No son diligentes y además la plataforma no es amigable,Siu plataforma empresarial es engorrosa
MES 2,Relacional,,,,,,,,,9.0,tiene buen servicio de parte del ejecutivo asignado a la empresa,Aumente,"me gustaria que mejoren la parte de soporte ya que hemos tenido muchos inconvenientes con la nueva banca empresarial en la parte de el acceso a los certificados se llama a soporte tecnico y no hay una respuesta o solución, por otra parte me gustaria que  nos den una mejor opcion en las tasas de manejo de las adquirencias",en cuanto a la  facilidad de contactar al gerente de relación es muy facil pero al momento de brindar soluciónes eficientes para poder acceder a documentación es bastante complejo,me gustaria que se gestione la información en cuanto certificados para impuestos ya que en el ultimo bimestre no me ha sido posible acceder a ellos desde mi banca
MES 2,Relacional,,,,,,,,,10.0,"Porque es un banco confiable, responsable y comprometido con sus clientes.
Durante todo este tiempo nos han ofrecido un buen servicio y la atención ha sido siempre amable y cordial. 
El asesor que nos han designado ha sido muy responsable con su trabajo.",Aumente,,,Agradecer la atención que nos brindan y desear que continúen mejorando cada dia en el servicio a sus clientes.
MES 2,Relacional,,,,,,,,,9.0,Buen banco digotal,Se mantenga,Abrir más oficinas,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,MEJOREN ESE PORTAL ES EL MÁS TEDIOSO DE TODOS LOS QUE CONOZCO,,
MES 2,Relacional,,,,,,,,,10.0,"El apoyo no solo en proceso de cdt, si no acompañamiento en varios requerimientos solucionados",Aumente,Capacitaciones e innovacion en medios de pago y facilidad de plataforma,,
MES 2,Relacional,,,,,,,,,7.0,Los servicios que prestan,Aumente,Que las solicitudes se han contestadas prontto,Somos valorados,
MES 2,Relacional,,,,,,,,,8.0,,Aumente,"el servicio ha estado perfecto salvo cuando mi asesor/gerente de cuenta salió a licencia, el reemplazo no dio la talla.",,
MES 2,Relacional,,,,,,,,,10.0,NUESTRA GERENTE ESTA PENDIENTE DE LAS TRANSACCIONES,Se mantenga,,,
MES 2,Relacional,,,,,,,,,10.0,"Porque siempre hemos recibido el mejor servicio por parte de Diana Gutierrez, la persona encargada de nuestra empresa pyme demostrando ser una excelente profesional.",Aumente,Mantener el acompañamiento que hasta hoy ha sido impecable.,excelente servicio tanto del banco como de nuestra ejecutiva asignada.,
MES 2,BSC,10.0,No hubo cambios,,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,,,
MES 2,BSC,8.0,Disminuyó poco,"Primero: me atendieron en un área en la cual me informaron que no me podían ayudar, que debía volver a marcar ya que debían redireccionar la llamada a la BVE.
Segundo: Realice la segunda y la funcionaria que me atendió tenía muy buena voluntad, pero que debía comunicarse con el área de riesgo y duramos esperando más de media hora y no fue posible la comunicación con dicha área.
En conclusión y después de más de 1 hora desde que realice la primer llamada, nadie en el Banco me soluciono el problema.",El Banco debería tener un sistema que permita conocer en forma inmediata si una operación es exitosa o no e informar al cliente del resultado.,,,,,,,,,,
MES 2,BSC,9.0,Aumentó de manera significativa,ENCUENTRO UN PORTAL BANCARIO MAS MODERNO Y AMIGABLE PARA INTERACTUAR.. IGUALMENTE LA LINEA DE SOPORTE MUY COMPLETA,,,,,,,,,,,
MES 2,BSC,10.0,Aumentó poco,,,,,,,,,,,,
MES 2,BSC,3.0,Aumentó de manera significativa,En las ocasionadas que he solicitado el apoyo los resultados de solución no coinciden entre quienes brindan la información.  Es muy caótico todos los trámites.  más de un mes tuve un giro perdido y solo hasta hoy pude realizar la monetización.,que todo el personal maneje la misma información y facilitar los trámites.,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,La atención brindada y la claridad de la información fue muy satisfactoria,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,,Aumente,Hbhgfdd,Total acuerdo,
MES 2,BSC,9.0,Aumentó de manera significativa,es buena la ayuda,APOYAR MAS EN LA PARTE DE COMERCIO EXTERIOR,,,,,,,,,,
MES 2,BSC,2.0,Disminuyó de manera significativa,"La.nueva plataforma para pagos por PSE es fatal, el cambio género muchos problemas en la interacción. Cómo están antes estaba bien y la cambiaron para peor",Mejorar la plataforma de pagos por pse,,,,,,,,,,
MES 2,BSC,10.0,Aumentó de manera significativa,LA RESPUESTA FUE INMEDIATA A MI REQUERIMIENTO POR CONSTANCIA BANCARIA SI DESPLAZARME HASTA LA OFICINA,,,,,,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Excelente atención,Aumente,Mejorar las tasas de rendimientos en cuentas de ahorro y cdt,"Excelente atención, los funcionarios que nos atienden son diligentes.","Si claro, mejorar las propuestas de las tasas por cuentas de ahorro y cdt."
MES 2,Coverage Team,,,,,10.0,Aumentó de manera significativa,Servicios faciles y seguros,,,,,,,
MES 2,BSC,3.0,Disminuyó de manera significativa,PORQUE TIENEN MUCHAS TRABAS AL YO HACER TRANSACCIONES POR LA PAGINA VIRTUAL,TENER MEJOR SERVICIO AL CLIENTE,,,,,,,,,,
MES 2,Coverage Team,,,,,9.0,Aumentó de manera significativa,Muy bien atendida,Que contesten con más rapidez el telefono,,,,,,
MES 2,Relacional,,,,,,,,,8.0,Se han esforzado en buena atención y han solucionado los temas pendientes,Se mantenga,Disponibilidad de asesoría personalizada,,
MES 2,Relacional,,,,,,,,,10.0,Por la rapidez y la atención,Aumente,Les estaré informando,,
MES 2,BSC,1.0,Disminuyó de manera significativa,"Por que los procesos son desmedidos en tiempos, la ayuda es mínima y sin la menor consideración de frente al cliente","Modificar los tiempos en los procesos, pero sobre todo escuchar, analizar y ayudar a resolver",,,,,,,,,,
MES 2,BSC,9.0,Aumentó poco,"Porque cuando se hay un buen servicio al cliente, marca la diferencia. Lastima los ejecutivos de cuenta que generalmente no tienen soluciones, las pocas veces que los he necesitado no haq habido respuestas inmediatas",Que los ejecutivos de cuenta sean igualque los del call center y coaboren como es,,,,,,,,,,
MES 2,BSC,4.0,Aumentó poco,Muy dificil la comunicacion,Ofrecer mejor asesoria,,,,,,,,,,
MES 2,BSC,0.0,No hubo cambios,"es la plataforma de banco mas complicada que he manejado, montar un pago o simplemente  mirar el movimiento de la cuenta es un proceos, añadiendo el tiempo para hacer transferencias y se vean reflejadas el mismo dia",Hacer un portal empresarial mas amigable y menos complicado para el manejo y consulta de información. Sin que instalar un computador donde solo ahi se pueda ingresar al sistema,,,,,,,,,,
MES 2,Coverage Team,,,,,10.0,Aumentó de manera significativa,"Veo muy buena Gestion en sus procesos, felicitaciones",ok,,,,,,
MES 2,Relacional,,,,,,,,,10.0,Por la calidad en el servicio y atención de nuestra Pyme.,Aumente,Mejoras en el portal empresarial,La excelente atencion,No señor.
MES 2,Relacional,,,,,,,,,9.0,"Por la atención y el servicio oportuno, dado a través del asesor.",Aumente,Mejorar la banca virtual,Por la disponibilidad y el compromiso que el asesor tiene con nosotras,
MES 2,BSC,1.0,Disminuyó de manera significativa,"la persona que me contestó, no entendía el requerimiento, y quería hacer otra cosa, que no ayudaba a solucionarlo, no daba información útil","cambiar la banca virtual, porque es muy vieja, es impresionante lo atrasado que está en comparación con otros bancos",,,,,,,,,,
MES 2,Relacional,,,,,,,,,9.0,La empresa lleva más de diez años trabajando con Colpatria y en general la experiencia ha sido buena.,Aumente,Mejorar los canales de comunicación y divulgación de información acerca de cambios y mejoras. Comunicarse para solicitar apoyo técnico relacionado con la Banca virtual a veces es imposible. Mejorar los tiempos de respuesta ante solicitudes de servicios.,"Este año se hizo el proceso para implementar recaudo empresarial por PSE a través de Colpatria; un trámite sencillo se convirtió en un dolor de cabeza que duró más de siete meses, generando molestias con nuestros clientes y retrasos en el recaudo.",
