index,segment,answerDate,NPS,impactInteraction,reason,improvement
752,Segmento 1,MES 1,10,5.0,"Las asesoras tienen una excelente atención al usuario, la paciencia y amabilidad destacan al momento de realizar su labor.

Felicidades.",Por el momento nada por mejorar.
753,Segmento 2,MES 1,10,5.0,Por la explicación del problema y la rapidez de resolucion,Todo bien
754,Segmento 2,MES 3,10,5.0,"Porque el Banco tiene  vigente la opción de poder hablar con un asesor, no lo vayan a quitar por favor el computador no tiene todas la opciones es decir no tiene todas las repuestas",Mantener a las personas que atienden el teléfono de servicio al cliente
755,Segmento 2,MES 2,9,5.0,Es de confianza y clara,Todo está bien
756,Segmento 3,MES 2,9,3.0,La atención siempre es buena,estuvo bien
757,Segmento 2,MES 2,10,5.0,Muy satisfecha,Todo perfecto gracias
758,Segmento 1,MES 1,10,5.0,Muy buena asesoría,
759,Segmento 1,MES 1,10,5.0,Su buen servicio al cliente  l una buena impresión  me dejó el centro comercial  plaza central  gracias,En la primera llamada la niña no pudo resolver  el  problema  no tubo paciencia  y simplemente  me dijo  esta bloqueada .
760,Segmento 2,MES 1,9,4.0,Eficiencia,
761,Segmento 1,MES 2,9,5.0,Ágil la atención,Está bien
762,Segmento 1,MES 2,9,3.0,No hubo necesidad,
763,Segmento 1,MES 3,10,4.0,"Por la seguridad en las cuentas, ya que estan jaqueando las cuentas",La seguridad en las cuentas
764,Segmento 1,MES 1,10,5.0,Flor es muy atenta.,
765,Segmento 3,MES 1,10,5.0,,
766,Segmento 1,MES 1,9,5.0,La atención fue ágil y satisfactoria,Por ahora nada.
767,Segmento 2,MES 2,9,5.0,Na,N/a
768,Segmento 1,MES 2,9,3.0,Voy a esperar la otra factura,Que la factura especifique bien los cobros y de que son
769,Segmento 1,MES 1,10,5.0,,
770,Segmento 1,MES 3,10,5.0,"Mi asesor resolvió todas mis dudas con rápido,son muy amables, comunicarme fue muy fácil.",
771,Segmento 1,MES 3,10,5.0,Es muy fácil hacer los tramites con ustedesnpor medio de la plataforma.,
772,Segmento 1,MES 2,10,3.0,Por la buena atención del funcionario.,
773,Segmento 1,MES 2,9,3.0,La atencion fue buena.,que las rspuestas sean mas acertivas
774,Segmento 1,MES 3,10,5.0,Muy responsable con sus respuestas,Más personisado
775,Segmento 1,MES 3,10,5.0,Eficiente,
776,Segmento 2,MES 2,10,4.0,,Bajar las tasas de interes
777,Segmento 1,MES 1,10,5.0,,
778,Segmento 1,MES 2,9,5.0,,
779,Segmento 1,MES 1,9,3.0,,
780,Segmento 1,MES 3,10,5.0,Se logró solucionar mi caso con ayuda de la asesoría y apoyo brindado por parte de la entidad,Tratar de mejorar en el tiempo de contestar las llamadas realizadas a servicio al cliente las cuales pues duran bastante tiempo en ser atendidas
781,Segmento 1,MES 3,10,5.0,La excelente atención brindada,
782,Segmento 2,MES 1,10,5.0,,
783,Segmento 2,MES 2,9,3.0,El servicio sigue siendo bueno.,Colocar mas asesores en las sucursales para atender personalmente a los clientes. Gracias
784,Segmento 1,MES 3,10,5.0,Excelente atencion y servicio cordialidad y amabilidad,
785,Segmento 2,MES 1,10,5.0,la atencion fue oportuna y amable,Que la respuesta a mis solicitudes de ducumentos sean mas rapidas
786,Segmento 2,MES 3,10,5.0,Excelente servicio,Excelente servicio
787,Segmento 1,MES 2,10,4.0,,
788,Segmento 1,MES 2,10,5.0,Muy buena atención,Así está bien
789,Segmento 1,MES 2,10,5.0,El servicio es muy bueno y eficiente,Actualizar los números de atención al cliente y que no allá mucho protocolo para poder hablar con un asesor
790,Segmento 1,MES 2,10,5.0,Buena atencion y rapida,Respuestas a las peticiones en menos tiempo
791,Segmento 1,MES 1,9,3.0,HASTA EL MOMENTO NO HE TENIDO INCONVENIENTES GRAVES Y LA PERSONA QUE ME ATENDIO FUE MUY AMABLE.,DESDE EL PRINCIPIO COMUNICARLE AL CLIENTE QUE LA SOLICITUD QUE ESTOY HACIENDO ES DEMORADA.
792,Segmento 1,MES 1,10,5.0,Es un banco que cree en sus nuevos clientes. Su servicio es muy bueno y ágil,Seguir teniendo los servicios actuales de atención al cliente.
793,Segmento 1,MES 2,10,5.0,,"Un teléfono directo sin tantas opciones , ya que se solicita un asesor únicamente para cosas que no puedo solucionar desde mi online banking"
794,Segmento 1,MES 3,10,5.0,El servicio es bueno la información clara y la calidad del asesor es buena,No poner tanto comercial en la espera de la llamada
795,Segmento 2,MES 2,10,3.0,Siempre me ha ido bien,"Mejorar la comunicación en el proceso de la entrega de plásticos, pues nunca me llegó uno que me enviaron (sin saber que lo hacían), y no me lo pudieron entregar porque las veces que vinieron (creo q 2) nunca me avisaron para estar pendiente (en mi edificio no hay servicio de portería). Entonces me enteré que esa tarjeta está bloqueada...sorpresa....y nunca lo supe."
796,Segmento 2,MES 1,10,5.0,Mayor eficiencia en la gestión y mejor asesoría.,Continuar con la oportunidad en la información al cliente.
797,Segmento 1,MES 2,9,5.0,"Buena atención,  información  concreta y amabilidad",Así esta bien
798,Segmento 1,MES 3,10,2.0,"No pude comunicarme con una persona que me resolviera mis preguntas.
De un teléfono me mandaron a otro y ese a otro y luego me dieron los telefonos de otros dos y no continué. 
Pienso comunicarme a los dos últimos números, otro día","Para mi caso , tener acceso a la información más fácil, porque por lo visto a las empresas asignadas ese servicio no les interesa mucho el cliente, solo el dinero y listo."
799,Segmento 1,MES 3,10,5.0,Es muy bueno el servicio prestado,Así está bien la atención prestada y el tiempo de atención también
800,Segmento 2,MES 1,10,5.0,Porque la atención fue excelente,"Nada, todo está bien"
801,Segmento 2,MES 3,10,5.0,Fue atendida muy bien mi petición y muy ágil.,"Nad más, muy satisfecho"
802,Segmento 1,MES 3,10,5.0,"Buena atención, amable, solucionan las inquietudes",
803,Segmento 2,MES 2,9,4.0,.,.
804,Segmento 1,MES 1,9,5.0,Buen servicio,"Tuve que asistir a la oficina de manera presencial y allí la atención fue bastante demorada,"
805,Segmento 1,MES 1,10,4.0,,
806,Segmento 2,MES 2,10,5.0,Regularmente las campañas que promocionan han sido de beneficio para mi,Me siento satisfecha con la atención
807,Segmento 1,MES 2,9,3.0,"TENGO UNA INQUIETUD SOBRE MI TARJETA CREDITO PERO NO ME HAN DADO SOL
UCION",MENOS PROCESOS
808,Segmento 1,MES 3,9,5.0,Porque la tarjeta cobra mucho cuota de manejo,Nada
809,Segmento 1,MES 1,10,5.0,,
810,Segmento 1,MES 2,10,4.0,,
811,Segmento 1,MES 3,10,5.0,"Por la transparencia al momento de interactuar con los agentes de servicio, algo total mente diferente a la experiencia con el vendedor",Alinear al personal de ventas junto a los verdaderos servicios de la empresa y las condiciones reales
812,Segmento 1,MES 1,10,5.0,Tienen muy buenos beneficios,
813,Segmento 1,MES 1,10,3.0,sigue los altos costos por movimientos por uso de las tarjetas y servicios financieron que en los otros bancos son un poco mas  flexibles y menos costosos,
814,Segmento 1,MES 3,10,4.0,,
815,Segmento 1,MES 3,10,5.0,Muy buena atención,Tener más asesores como Carlos Andres
816,Segmento 2,MES 1,10,5.0,,
817,Segmento 2,MES 2,10,5.0,por la atención y el asesoramiento brindado,
818,Segmento 1,MES 1,10,5.0,"Atención eficiente y oportuna,clara y consisa",Creo que se debería tener un número de atención al cliente directamente
819,Segmento 2,MES 2,10,5.0,"La funcionaria fue muy amable y dio respuesta y solución a mis inquietudes,",El servicio prestado fue excelente.
820,Segmento 3,MES 3,10,4.0,La atención de la encargada de la cuenta ha estado muy atenta con todo lo que se necesita,Tener un sistema más profesional o más puntual en el caso del robo de dinero
821,Segmento 2,MES 2,9,3.0,Me siguen atendiendo de la mejor manera .como siempre lo han hecho.,Se necesita que haya campañas de bajar las tasas de intereses como lo están haciendo otras entidades bancarias.
822,Segmento 3,MES 3,10,4.0,,
823,Segmento 1,MES 2,9,3.0,,
824,Segmento 1,MES 2,10,5.0,Muy pero muy buena la atención,Eliminar la contraseña telefonica
825,Segmento 1,MES 1,9,4.0,,
826,Segmento 1,MES 2,10,5.0,La atención fue rápida y sertera,No hay comentarios
827,Segmento 1,MES 3,10,5.0,Todo lo hago de manera ágil y sin complicaciones por internet,Todo está bien por ahora
828,Segmento 1,MES 2,10,5.0,Atendieron muy rápido mi requerimiento o PQR. Fueron eficientes y atentos en su trato.,"Todo estuvo bien, aunque prefiero q se resuelvan este tipo de requerimientos personalmente. Nunca me ha gustado hacerlo por línea."
829,Segmento 1,MES 1,10,4.0,Me comunico en pocas ocasiones con el banco,Anticiparse
830,Segmento 1,MES 3,9,2.0,"Por un trámite sencillo que no pude llevar a cabo sin motivo claro, página por alguna razón no lo permitió y salió de la opción de dicho trámite","Permitir la consulta y solucio. A través de oficina si fuese necesario, la asistencia remota puede ser un poco frustrante"
831,Segmento 1,MES 1,9,5.0,Porque la atención mejoro mucho,"Que los asesores de la servilinia cuando uno habla con ellos se pongan de acuerdo,porque hoy uno le da una información,al otro día otro le da información diferente,por lo tanto uno no sabe a qué atenerce"
832,Segmento 1,MES 3,10,4.0,No me dieron solución a la exención que siempre he gozado del manejo de los tarjetas de crédito,Den y sostengan las principales razones de exenciones en el manejo de las tarjetas  de crédito que fueron el engache al banco
833,Segmento 1,MES 3,10,5.0,Excelente servicio y atención,Es importante que tuvieran sede en Dosquebradas/Risaralda
834,Segmento 2,MES 2,9,3.0,Siempre la atención es buena,"No sabrría decirle, porque es algo extenso."
835,Segmento 2,MES 3,9,3.0,"Sin comentarios,",
836,Segmento 2,MES 2,10,3.0,Estoy muy satisfecho con Scotia y el trato q recibo. Fué igual en el último requerimiento,"Mantener el nivel 
de servicio actual"
837,Segmento 2,MES 3,10,5.0,Todo bien,Todo bien
838,Segmento 1,MES 2,9,3.0,"No me dieron una respuesta favorable , por una operación que no efectúe y me toca esperar 14 días.",Tratar de solucionar el problema lo antes posible y no esperar tanto tiempo
839,Segmento 1,MES 2,10,5.0,excelente la atenciòn,me han atendido muy bien
840,Segmento 1,MES 2,10,5.0,,
841,Segmento 1,MES 1,9,5.0,"La exoneracion de la cuota de manejo es muy importante, adicional qué sólo piden hacer 4 compras en el mes, sin importar el valor",
842,Segmento 1,MES 3,10,5.0,Agilidad,
843,Segmento 1,MES 1,10,3.0,,
844,Segmento 1,MES 3,10,4.0,"Por los cambios en la cuota de manejo y las transacciones requeridas, sin informar al cliente.","35 minutos tuve que esperar en la llamada hasta que me contestó un asesor, ojalá no hubiera que esperar tanto tiempo"
845,Segmento 1,MES 3,10,3.0,,
846,Segmento 1,MES 1,10,5.0,"Respondieron rápido la llamada, y resolvieron, eso no siempre ocurre",
847,Segmento 1,MES 1,10,5.0,,
848,Segmento 1,MES 1,10,5.0,porque tuve atencion de inmediato y no me toco esperar horas para que me contestaran,
849,Segmento 1,MES 1,10,5.0,pude hacer la gestión por telefono,tuve problemas con la clave lo que repercutió en hacer varias llamadas
850,Segmento 1,MES 3,10,5.0,La buena atención,Seguir asi
851,Segmento 1,MES 2,10,5.0,Muy buena atención por parte de la asesora.,"Por favor envíar oportunamente, los extractos"
852,Segmento 1,MES 3,10,5.0,Porque me dieron muy pronto solución a un fraude en mi tarjeta.,"Mayor seguridad, porque ya me ha pasado 2 veces que he tenido que cambiar mi tarjeta"
853,Segmento 2,MES 1,9,5.0,Realmente el servicio a sido oportuno,la atención fue buena y ágil por lo cual no podría ser mejor
854,Segmento 2,MES 1,9,3.0,,
855,Segmento 1,MES 2,10,5.0,,no ya no me interesa aclarar dudas
856,Segmento 1,MES 2,10,3.0,,
857,Segmento 2,MES 3,10,5.0,,
858,Segmento 2,MES 2,10,4.0,Por qué siempre he tenido muy buenas referencias de ustedes y del servicio.,Que sea más rápida la llamada y no tener que recorrer tanto en el call center marcando diferentes números hasta llegar al objetivo
859,Segmento 1,MES 2,10,4.0,,
860,Segmento 2,MES 2,9,5.0,Fue muy amable en su atención,
861,Segmento 1,MES 3,10,4.0,,
862,Segmento 2,MES 2,9,5.0,Diligencia de la persona que me atendió,Claridad en el menú telefónico
863,Segmento 1,MES 1,10,3.0,,
864,Segmento 1,MES 2,9,5.0,,
865,Segmento 2,MES 3,9,4.0,,
866,Segmento 2,MES 1,10,4.0,,
867,Segmento 1,MES 2,10,5.0,Porque me dieron la facilidad de bajar mis cuotas de pago de la tarjeta y eso me ayudo muchisimo con mi flujo de caja,"La atencion es impecable, me resolvieron el tema enseguida y me bloquearon la tarjeta."
868,Segmento 1,MES 3,10,5.0,Porque la atención es expedita y resuelven mis inquietudes inmediatamente siempre que llamo,"Mejorar el menú, no encontraba una opción que se acomodara a mi solicitud"
869,Segmento 2,MES 3,10,3.0,Siempre he recibido buena atención,Todo está bien..
870,Segmento 1,MES 1,10,5.0,Exelente servicio,Exelente
871,Segmento 2,MES 1,9,5.0,Senti respaldo del banco ante situacion presentada en cajero autmatico,Agikif¿dad en respuestas a PQR
872,Segmento 1,MES 3,10,4.0,,
873,Segmento 1,MES 2,10,5.0,Muy atenta y servicial la chica que me ayudó.,Todo perfecto esta vez
874,Segmento 3,MES 2,10,4.0,Usualmente es buena y la respuesta adecuada.,La atención es buena. Lo que de espera es la solucion
875,Segmento 1,MES 1,10,3.0,,
876,Segmento 2,MES 2,10,5.0,Los asesores son bastante amable y eficientes explican y solucionan las preguntas de forma rápida y que todo se entienda.,A veces se demoran mucho en contestar cuando se llama xq todos los asesores están ocupados y pasa mucho tiempo para contestar o a veces hay que colgar la llamada.
877,Segmento 2,MES 2,9,3.0,Simplemente solicite una actualización de un correo enviado y según parece es más fácil hacer otros radicado,
878,Segmento 2,MES 3,10,5.0,Una atención muy buena,Todo está bien
879,Segmento 1,MES 3,9,5.0,,
880,Segmento 1,MES 2,10,5.0,Pude aclarar las dudas y resolver mi inquietud satisfactoriamente,Por el momento todo está bien
881,Segmento 2,MES 3,10,5.0,facilidad y seguridad,poder hacer en linea las activaciones de las tarjetas bloqueadas y suspender los creditos
882,Segmento 2,MES 2,10,5.0,"El servicio es eficiente, rápido y resuelven lo que buscamos solucionar",No tengo observación
883,Segmento 1,MES 3,9,5.0,Muy eficiente y rapida,
884,Segmento 1,MES 3,10,5.0,"Buena atencion, la información muy clara y oportuna.",Demasiado tiempo en espera para que la llamada sea atendida por un asesor.
885,Segmento 2,MES 1,10,5.0,,
886,Segmento 1,MES 2,10,5.0,Le dan la información y le colaboran a tomas las decisiones más precisas,No nada así esta bien
887,Segmento 1,MES 1,9,3.0,,
888,Segmento 2,MES 2,9,5.0,Por lo diligentes,Está bien
889,Segmento 2,MES 3,9,5.0,Porque pude resolver el bloqueo de la tarjeta,"Que el tiempo de espera sea más corto , la llamada dura mucho tiempo mientras contesta un asesor ,  luego pasa a otro"
890,Segmento 1,MES 1,10,2.0,No me dieron solución al inconveniente,Que me brinden solución para poder hacer el registro de telefónica y poder que me llegue el mensaje para poder recuperar mi usuario de los canales virtuales gracias
891,Segmento 1,MES 1,10,5.0,,
892,Segmento 1,MES 1,9,3.0,,
893,Segmento 3,MES 1,10,4.0,Porque ya tengo una excelente opinión del servicio de atención al usuario.,
894,Segmento 2,MES 1,10,5.0,,
895,Segmento 1,MES 1,10,5.0,"Eficiencia, rapidez, seguridad",Esta todo bien. Sigan igual o mejorar
896,Segmento 2,MES 3,10,5.0,,
897,Segmento 1,MES 1,10,5.0,Rápida respuesta y solución a cualquier inconveniente o duda. Me ha ido excelente con el banco,
898,Segmento 1,MES 1,10,5.0,Porqué atendió mi que de manera muy comprensible y atenta escucho atentamente entendió el mensaje que quería trasmitir y me explico que consultara por al app mis inquietudes,"Retroalimentar  siempre los empleados en línea y los que trabajan en los aeropuertos de los diferentes países en las salas de espera de VIP donde  se prestan los servicios para que no se presenten discriminaciones ni
Te hagan pasar malos momentos 😭 cómo  me pasó a mi"
899,Segmento 2,MES 2,10,5.0,"La atención es clara, 
ágil, respetuosa y amable",Creo que todo estuvo muy bien por lo menos en esta llamada.
900,Segmento 1,MES 3,10,5.0,Me sorprendió que el banco preste servicio los domingos telefónicamente,
901,Segmento 1,MES 3,10,5.0,buena atención,
902,Segmento 2,MES 3,9,2.0,"PUESTO QUE EL PRODUCTO TARJETA DE CREDITO PRICESMART COLPATRIA, COBRA POR RETIRO, A PARTE DEL SEGURO, INTERESES, RETIRO EN EL CAJERO ELECTRONICO PROPIO. SITUCACION DISTINTA CON OTROS BANCOS.",REVISAR LAS POLITICAS EN EL COBRO DE ESTE TIPO DE TARJETAS DE CREDITO PRICESMART.
903,Segmento 1,MES 2,10,5.0,Buena gestion,
904,Segmento 1,MES 2,9,5.0,Porque no esperaba que me tuvieran en cuenta para ofrecerme un producto aún sin ser cliente del banco.,
905,Segmento 1,MES 2,10,3.0,Se atendió mis requerimientos.,mejorar las ofertas de fidelización
906,Segmento 2,MES 2,9,3.0,La atención en el call center siempre es muy buena. Y en esta ocasión no hubo excepción a la excelente atención que tienen.,Preparar a todas las personas que atienden de la misma manera que preparan a las personas del call center. En los puntos de atención físicos falta mejor preparación para que todos los colaboradores de Scotiabank Colpatria sean igual de buenos al call center
907,Segmento 1,MES 2,10,5.0,Atienden como se debe y no evanden al cliente que es lo importante,Todo súper bien.
908,Segmento 1,MES 3,9,5.0,buena atención,"reducir tasa de interés gracias
quitar cuotas de manejo
gracias"
909,Segmento 1,MES 3,10,3.0,Siempre hay muy buena atención.,Nada.
910,Segmento 1,MES 1,10,5.0,Buena atención y servicio 👍,Por el momento muy rápido la atención
911,Segmento 2,MES 3,10,5.0,Por la atenciòn recibida,
912,Segmento 1,MES 2,10,5.0,Resolví la inquietud,Enviar a mi correo el extracto 👍
913,Segmento 1,MES 1,10,3.0,La misma buena atención.  Amabilidad y claridad en las explicaciones,No desmejorar el buen servicio
914,Segmento 2,MES 2,10,5.0,Porque siempre está para brindarnos su apoyo Gracias,Seguir siendo como son
915,Segmento 1,MES 3,9,4.0,Buena atención,Nada
916,Segmento 2,MES 2,9,3.0,,
917,Segmento 2,MES 3,9,5.0,"Excelente servicio de parte de la asesora Heidy Guayana, todo el tiempo a tenta, todo se llevó a cabo muy bien. Algunos incovenientes se presentaron con externos, de parte de Tessi el contacto inicial demora mas de 1 semana después de ya tener el visto buen y también con la parte legal hubo algunos mal entendidos que con la ayuda de la asesora se pudieron aclarar porque no hay comunicación directa con los abogados.",
918,Segmento 2,MES 1,9,4.0,,
919,Segmento 1,MES 2,10,3.0,No he tenido dificultades,N.a
920,Segmento 1,MES 1,10,5.0,La atendieron  amabilidad y agilidad,Seguir igualdad
921,Segmento 2,MES 2,10,5.0,"Excelente atención, rapidez, se ve que les interesa el cliente",Todo está bien
922,Segmento 1,MES 2,9,3.0,,Poder comunicarse con un asesor de manera mas agil
923,Segmento 1,MES 1,10,5.0,se resolvió el problema que tenía. Logré entrar a la plataforma virtual desde el celular y desde el computador.,ofrecer atención via whatsapp
924,Segmento 1,MES 1,10,4.0,Buen servicio,
925,Segmento 2,MES 1,10,5.0,El servicio al cliente ha sido muy bueno. Las millas como beneficio de ingreso son super útiles.,
926,Segmento 1,MES 2,10,3.0,.,Nada
927,Segmento 1,MES 3,9,3.0,Buen servicio,Estuvo muy bien
928,Segmento 1,MES 3,10,5.0,Dan un buen servicio,Mayor respuesta en las llamadas
929,Segmento 1,MES 2,10,5.0,,
930,Segmento 1,MES 3,10,3.0,Siempre resuelven mis dudas,Así funciona bien
931,Segmento 2,MES 3,9,4.0,Al realizar las preguntas todas las conteste bien y siembargo la señorita dijo que no había pasado la prueba,"Verificar que las personas en el call center sepan consultar y dar solución de una vez, a las inquietudes. Me parece muy preocupante el tener que esperar por una respuesta 8 a 10 días.
En donde está la eficiencia al servicio al cliente"
932,Segmento 1,MES 2,10,5.0,Estoy satisfecho con la sucursal bancaria  por todo concepto,
933,Segmento 1,MES 2,9,4.0,,
934,Segmento 1,MES 1,10,5.0,"Aunque no se solucionó el problema,la atención fue excelente.",Agilizar el tiempo de espera.
935,Segmento 1,MES 2,10,5.0,La atención inmediata y la gestión del asesor para dar respuesta a mi solicitud,Todo está ok
936,Segmento 3,MES 1,9,4.0,Por que si,Así esta bien
937,Segmento 2,MES 1,10,5.0,,
938,Segmento 1,MES 3,10,5.0,Buena atención,Seguir enviando los msj cuando haya algo sospechoso
939,Segmento 1,MES 3,10,5.0,"Excelente atención,  y pronta respuesta",Seguir asi
940,Segmento 1,MES 2,10,5.0,,
941,Segmento 1,MES 2,10,5.0,,
942,Segmento 1,MES 2,10,5.0,La atención del asesor es muy Cordial,
943,Segmento 1,MES 3,9,3.0,,
944,Segmento 1,MES 2,10,5.0,Es un banco q se preocupa por el bienestar de sus clientes,Q el servicio al ir al banco no tarde tanto para atender alguna solicitud queja o reclamo
945,Segmento 1,MES 1,9,3.0,,
946,Segmento 2,MES 3,10,5.0,"Excelente atención, escuchando al cliente y brindando soluciones acertadas.","La última persona fue muy diligente y dos de las anteriores también un poco. Sin embargo, a la primera persona que me atendió, le faltó más empatia y brindar alternativas. Por ella y su respuesta, casi cancelo mis productos. La última atención fue de una persona que escucha al cliente."
947,Segmento 1,MES 2,10,5.0,"La persona que me atendió fue muy amable y clara con la información que me dió. Me facilitó el proceso para acceder a un producto de ustedes, me comunicó todas las opciones que tenia en cuanto a pagos y seguros. Me gusto mucho la atención del call center,  muy util","Mantener la calidad del call center como esta, que se brinde la información y se facilite la vida para quienes no podemos acercarnos a las oficinas"
948,Segmento 2,MES 3,10,5.0,"Me dieron pronta solución a lo que
 necesitaba",
949,Segmento 2,MES 1,10,5.0,"me comunique muy rapido y la señorita que me atendio lo hizo de una forma muy amable y resolvio rapido mi soliccitud, este tipo de personas son las que hacen que uno como cliente se sienta satisfecho, y las empresas para las que trabajan cada dia sean mejores, felicitaciones por el servicio que siempre me han prestado en colpatria","mi esperiecia siempre ha sido satisfatoria no tengo nada para argumentar algun cambio, me parece genial la atencion que siempre nos brindan los asesores, y cuando he tenido que ir a las oficinas la atencion siempre ha sido excelente mil gracias"
950,Segmento 1,MES 1,9,5.0,"Me gusta que son un banco respetuoso, que busca mejorar, crea estrategias de cómo hacer que el cliente esté más cómodo con ellos y eso es valioso",
951,Segmento 1,MES 2,10,5.0,Excelente entidad y muy buena atención por parte de sus funcionarios.,Incentivar a los clientes con ofertas en productos que generen valor
952,Segmento 1,MES 1,10,5.0,Las prontas respuestas y soluciones en la linea,Mantener las lineas actualizadas en las páginas encontre varios números y correos electronicos que no estaban habilitados ya
953,Segmento 1,MES 2,10,3.0,ya tengo la mejor percepcion al respecto,
954,Segmento 2,MES 3,10,4.0,"Demoraron mucho en atender la llamada, no obstante ser para reportar un posible fraude","Incluir en las opciones de la llamada, la opción para reportar un fraude, para que de esa manera le puedan dar prioridad"
955,Segmento 2,MES 2,10,5.0,Excelente  servicio,Todo esta muy bien
956,Segmento 1,MES 3,10,4.0,siempre hay solución para todo y los asesores del call son muy amables.,el tiempo de espera en la llamada. Duré casi 20 minutos en la primera y al final se cortó y tuve que volver a llamar . pero el asesor de la segunda llamada fue muy rápido.
957,Segmento 1,MES 3,10,5.0,Excelente atención,
958,Segmento 1,MES 2,10,5.0,El buen servicio,
959,Segmento 1,MES 3,9,5.0,Por la atención y respuesta positiva a mi solicitud,
960,Segmento 2,MES 1,10,4.0,,
961,Segmento 1,MES 3,10,5.0,,
962,Segmento 1,MES 2,9,3.0,Siempre ha sido buena la experiencia,
963,Segmento 1,MES 2,10,3.0,Siempre me han parecido muy buenos. Lamentablemente tuve que abrir cuenta en otro banco para el pago de nómina y marcar esa cuenta de la exención del 4x1000.,
964,Segmento 1,MES 3,10,5.0,Por la atención,Con la  atención en  la llamada
965,Segmento 1,MES 3,10,5.0,Solución inmediata,
966,Segmento 1,MES 3,10,5.0,,
967,Segmento 1,MES 3,9,5.0,,
968,Segmento 1,MES 1,10,5.0,"Me atendieron muy bien , me acompañaron en todo el proceso",Estoy bien atendido
969,Segmento 1,MES 2,10,5.0,,Seguir atendiendo Asus clientes como lo an echo asta aora. De la mejor manera posible muchas gracias
970,Segmento 1,MES 2,9,5.0,Amabilidad y eficiencia,
971,Segmento 1,MES 2,10,5.0,Porque la reacción para bloquear mi tarjeta de crédito hurtada fue muy rápida.,Hasta el momento todo está bien.
972,Segmento 1,MES 3,10,5.0,Todo muy bien,Por ahora nada
973,Segmento 1,MES 3,9,4.0,"Muy buena atención aunque demora mucho en atender el asesor, casi 10 minutos en espera.",Más rápido la atención ya que en espera dure casi 10 minutos.
974,Segmento 2,MES 3,10,5.0,Muy ágil,Continuar con la gestión
975,Segmento 2,MES 3,10,5.0,,
976,Segmento 1,MES 2,10,5.0,Excelente servicio prestado.,Mejor la capacidad para ofrecer buena atencion telefonica
977,Segmento 1,MES 1,9,4.0,Por que los punto y la antiguedad no se deben perder cuando se cancele contrato y de tarjeta.,Que se tenga menos tramitologia para ser más eficaz
978,Segmento 1,MES 1,10,5.0,Son muy rápidos en contestar dudas,Tener más puntos de atención a nivel nacional
979,Segmento 1,MES 3,10,4.0,Porque me asesoraron,Solucionarme el inconveniente
980,Segmento 1,MES 2,9,4.0,Transfieren a diferentes asesores,Dar información completa y atender las diferentes dudas en la misma llamada
981,Segmento 1,MES 3,9,3.0,"Porque no la he utilizado todavía, pero se que tendré una excelente experiencia con la tarjeta que adquirí.",Está bien por el momento de pronto fue soy nueva con ustedes.
982,Segmento 1,MES 1,10,5.0,,
983,Segmento 1,MES 2,10,5.0,Muy buena atención amabilidad y deseo de soluvionar,Atención más rapida
984,Segmento 3,MES 3,10,5.0,Buen servicio,
985,Segmento 1,MES 2,10,2.0,Muy demorado para que contesten el telefono,Más agilidad al momento de contestar
986,Segmento 1,MES 1,10,3.0,No me rspondieron,No me respondieron quería la otra tarjeta
987,Segmento 1,MES 1,9,3.0,,
988,Segmento 1,MES 3,10,5.0,Por las opciones que presenta la empresa para que el cliente no se desvincule,"Abreviar los pasos en la atención telefónica, porque una persona con poca instrucción tecnológica, difícilmente podrá ser atendida"
989,Segmento 1,MES 2,10,5.0,,
990,Segmento 1,MES 2,9,3.0,"Me pareció complejo la activación de una tarjeta, para personas mayores, debe existir un procedimiento más sencillo o abreviado en una oficina",Simplificar el proceso u atención guiada en sus oficinas
991,Segmento 2,MES 1,10,5.0,,
992,Segmento 1,MES 2,10,5.0,Excelente las personas que.lo atienden y rápido,
993,Segmento 1,MES 3,10,5.0,"Es una entidad que cuenta con información rápida y eficiente, es excelente en todos los aspectos.",Todo está perfecto
994,Segmento 1,MES 3,10,5.0,Por el no pago de manejo,No nada hace tiempo que no utilizaba este servicio
995,Segmento 1,MES 1,10,3.0,0,ninguna
996,Segmento 1,MES 1,10,4.0,,Préstame 25 millones
997,Segmento 1,MES 3,9,4.0,,
